title,price,location,bedrooms,bathrooms,listing_url,scraped_at
3 Bed Apartment with En Suite at Westlands Avenue,"KSh 33,000,000","Rhapta Road, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-rhapta-road-4016705,2026-06-26T20:56:03.594269
1 Bed Apartment with En Suite in Kilimani,"KSh 4,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4016247,2026-06-26T20:56:03.672425
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4013392,2026-06-26T20:56:03.752021
1 Bed Apartment with En Suite in Kilimani,"KSh 4,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4013743,2026-06-26T20:56:03.829568
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4016256,2026-06-26T20:56:03.906023
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4013746,2026-06-26T20:56:03.983649
2 Bed Apartment with En Suite in Kilimani,"KSh 7,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4012126,2026-06-26T20:56:04.152380
4 Bed Apartment with En Suite in Kilimani,"KSh 13,000,000",Kilimani,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4014343,2026-06-26T20:56:38.250300
4 Bed Apartment with En Suite in Kilimani,"KSh 13,000,000",Kilimani,4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-kilimani-4014341,2026-06-26T20:56:38.332985
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4014375,2026-06-26T20:56:38.411067
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4014374,2026-06-26T20:56:38.488272
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4014373,2026-06-26T20:56:38.579515
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4014361,2026-06-26T20:56:38.663923
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4014353,2026-06-26T20:56:38.742442
3 Bed Apartment with En Suite in Diani,"KSh 25,000,000",Diani,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-diani-4016673,2026-06-26T20:57:10.842535
1 Bed Apartment with Swimming Pool at Eldama Ravine Rd,"KSh 8,700,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4016671,2026-06-26T20:57:10.922084
1 Bed Apartment with Swimming Pool at Hadheru Road,"KSh 5,500,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4016607,2026-06-26T20:57:10.999688
3 Bed Apartment with Swimming Pool at Mombasa Rd,"KSh 13,000,000",Syokimau,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-syokimau-4016604,2026-06-26T20:57:11.077276
2 Bed Apartment with Swimming Pool at Mombasa Rd,"KSh 8,500,000",Syokimau,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-syokimau-4016603,2026-06-26T20:57:11.154295
1 Bed Apartment with Swimming Pool at Mombasa Rd,"KSh 6,000,000",Syokimau,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-syokimau-4016601,2026-06-26T20:57:11.231075
3 Bed Apartment with En Suite at Muthithi Road,"KSh 39,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4016669,2026-06-26T20:57:11.308459
2 Bed Apartment with En Suite at Mvuli Road,"KSh 11,500,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4016539,2026-06-26T20:57:44.132182
1 Bed Apartment with Swimming Pool at Mvuli Road,"KSh 6,200,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4016534,2026-06-26T20:57:44.213602
2 Bed Apartment with En Suite at Riara Road,"KSh 14,000,000",Lavington,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4016529,2026-06-26T20:57:44.292988
1 Bed Apartment with Swimming Pool at Riara Road,"KSh 6,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4016524,2026-06-26T20:57:44.371283
1 Bed Apartment with Swimming Pool at Vihiga Road,"KSh 6,300,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016518,2026-06-26T20:57:44.452645
2 Bed Apartment with En Suite at Vihiga Road,"KSh 11,200,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4016512,2026-06-26T20:57:44.532047
2 Bed Apartment with En Suite at George Padimore,"KSh 10,000,000",Kilimani,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4016583,2026-06-26T20:57:44.609135
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4016654,2026-06-26T20:58:20.780143
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4016653,2026-06-26T20:58:20.862457
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4016651,2026-06-26T20:58:20.941010
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016652,2026-06-26T20:58:21.021184
2 Bed Apartment with En Suite at Mombasa Rd,"KSh 7,400,000",Syokimau,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-syokimau-4016630,2026-06-26T20:58:21.101887
2 Bed Apartment with En Suite at Hadheru Road,"KSh 9,500,000",Lavington,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4016608,2026-06-26T20:58:21.181568
1 Bed Apartment with Swimming Pool at Lantana Rd,"KSh 6,500,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4016609,2026-06-26T20:58:21.260013
3 Bed Apartment with En Suite in Kileleshwa,"KSh 10,000,000",Kileleshwa,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4016617,2026-06-26T20:58:52.841688
3 Bed Apartment with En Suite in Lavington,"KSh 10,000,000",Lavington,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4016618,2026-06-26T20:58:52.924490
3 Bed Apartment with En Suite in Kilimani,"KSh 10,000,000",Kilimani,3 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kilimani-4016615,2026-06-26T20:58:53.002136
2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000",Kileleshwa,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4016613,2026-06-26T20:58:53.080204
2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000",Lavington,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4016614,2026-06-26T20:58:53.162378
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4016612,2026-06-26T20:58:53.240832
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016606,2026-06-26T20:58:53.320033
1 Bed Apartment with En Suite in Kilimani,"KSh 3,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4016471,2026-06-26T20:59:26.140407
1 Bed Apartment with En Suite in Kilimani,"KSh 4,000,000",Kilimani,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kilimani-4016467,2026-06-26T20:59:26.220687
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4016461,2026-06-26T20:59:26.299061
4 Bed Apartment with En Suite in Westlands Area,"KSh 17,900,000","Westlands Area, Westlands",4 Bedrooms,4 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-westlands-area-4016458,2026-06-26T20:59:26.376437
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4016440,2026-06-26T20:59:26.454210
3 Bed Apartment with En Suite in Westlands Area,"KSh 11,000,000","Westlands Area, Westlands",3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-westlands-area-4016438,2026-06-26T20:59:26.533444
2 Bed Apartment with En Suite in Westlands Area,"KSh 7,000,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4016437,2026-06-26T20:59:26.612340
2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000",Lavington,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4016399,2026-06-26T20:59:59.717288
2 Bed Apartment with En Suite in Kileleshwa,"KSh 6,000,000",Kileleshwa,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4016398,2026-06-26T20:59:59.806338
2 Bed Apartment with En Suite in Kilimani,"KSh 6,000,000",Kilimani,2 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kilimani-4016397,2026-06-26T20:59:59.884541
1 Bed Apartment with En Suite in Westlands Area,"KSh 4,000,000","Westlands Area, Westlands",1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-westlands-area-4016396,2026-06-26T20:59:59.966253
Serviced 2 Bed Apartment with En Suite in Westlands Area,"KSh 10,191,000","Westlands Area, Westlands",2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-westlands-area-4016547,2026-06-26T21:00:00.049723
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4016393,2026-06-26T21:00:00.127519
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016392,2026-06-26T21:00:00.204347
3 Bed Apartment with En Suite in Kileleshwa,"KSh 9,000,000",Kileleshwa,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-kileleshwa-4016128,2026-06-26T21:00:36.138263
2 Bed Apartment with En Suite in Kileleshwa,"KSh 7,000,000",Kileleshwa,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-kileleshwa-4016198,2026-06-26T21:00:36.220712
1 Bed Apartment with En Suite in Kileleshwa,"KSh 3,000,000",Kileleshwa,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-kileleshwa-4016124,2026-06-26T21:00:36.300565
4 Bed Apartment with En Suite in Lavington,"KSh 20,000,000",Lavington,4 Bedrooms,5 Bathrooms,https://www.buyrentkenya.com/listings/4-bedroom-apartment-for-sale-lavington-4016193,2026-06-26T21:00:36.389234
3 Bed Apartment with En Suite in Lavington,"KSh 9,000,000",Lavington,3 Bedrooms,3 Bathrooms,https://www.buyrentkenya.com/listings/3-bedroom-apartment-for-sale-lavington-4016118,2026-06-26T21:00:36.481787
2 Bed Apartment with En Suite in Lavington,"KSh 6,000,000",Lavington,2 Bedrooms,2 Bathrooms,https://www.buyrentkenya.com/listings/2-bedroom-apartment-for-sale-lavington-4016117,2026-06-26T21:00:36.566375
1 Bed Apartment with En Suite in Lavington,"KSh 3,000,000",Lavington,1 Bedrooms,1 Bathrooms,https://www.buyrentkenya.com/listings/1-bedroom-apartment-for-sale-lavington-4015176,2026-06-26T21:00:36.646452
